Expr1000,CoverClass,Species,Percent,Height,Notes,CoverType,PlotID,LifeForm,Binomial,Date
8/29/2024,V,ELYELY,T,N/A,,Basal,SFF9V-221,Graminoid,Elymus Elymoides (Raf.) Swezey,8/29/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-47,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
8/29/2024,V,ELYELY,T,N/A,,Basal,SFF9V-222,Graminoid,Elymus Elymoides (Raf.) Swezey,8/29/2024
9/4/2024,V,ELYELY,T,N/A,,Basal,SFF2V-225,Graminoid,Elymus Elymoides (Raf.) Swezey,9/4/2024
9/4/2024,V,ELYELY,T,27,,Aerial,SFF2V-225,Graminoid,Elymus Elymoides (Raf.) Swezey,9/4/2024
8/26/2024,V,ELYELY,1,N/A,,Basal,SFF1V-209,Graminoid,Elymus Elymoides (Raf.) Swezey,8/26/2024
9/5/2024,V,ELYELY,T,N/A,,Basal,SFS4V-48,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,1,N/A,,Basal,SFS4V-41,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,1,65,,Aerial,SFS4V-41,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/5/2024,V,ELYELY,T,47,,Aerial,SFS4V-45,Graminoid,Elymus Elymoides (Raf.) Swezey,9/5/2024
9/3/2024,V,MUHMON,1,N/A,,Basal,BTN4V-11,Graminoid,Muhlenbergia montana Hitchc.,9/3/2024
8/22/2024,V,MUHMON,T,N/A,,Basal,SFF4V-206,Graminoid,Muhlenbergia montana Hitchc.,8/22/2024
9/12/2024,V,MUHMON,0,67,missing cover,Aerial,SFF8V-275,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/4/2024,V,MUHMON,1,N/A,,Basal,SFF2V-246,Graminoid,Muhlenbergia montana Hitchc.,9/4/2024
8/22/2024,V,MUHMON,T,N/A,,Basal,SFF4V-203,Graminoid,Muhlenbergia montana Hitchc.,8/22/2024
8/22/2024,V,MUHMON,1,20,,Aerial,SFF4V-206,Graminoid,Muhlenbergia montana Hitchc.,8/22/2024
8/22/2024,V,MUHMON,1,35,,Aerial,SFF4V-203,Graminoid,Muhlenbergia montana Hitchc.,8/22/2024
9/12/2024,V,MUHMON,3,N/A,,Basal,SFF8V-269,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,2,N/A,,Basal,SFF8V-262,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/3/2024,V,MUHMON,3,54,,Aerial,BTN4V-11,Graminoid,Muhlenbergia montana Hitchc.,9/3/2024
9/12/2024,V,MUHMON,1,30,,Aerial,SFF8V-273,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/3/2024,V,MUHMON,4,74,,Aerial,BTN4V-8,Graminoid,Muhlenbergia montana Hitchc.,9/3/2024
9/3/2024,V,MUHMON,2,N/A,,Basal,BTN4V-8,Graminoid,Muhlenbergia montana Hitchc.,9/3/2024
9/4/2024,V,MUHMON,1,42,,Aerial,SFF2V-231,Graminoid,Muhlenbergia montana Hitchc.,9/4/2024
9/5/2024,V,MUHMON,5,N/A,,Basal,SFS4V-25,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/4/2024,V,MUHMON,1,N/A,,Basal,SFF2V-229,Graminoid,Muhlenbergia montana Hitchc.,9/4/2024
9/4/2024,V,MUHMON,2,43,,Aerial,SFF2V-229,Graminoid,Muhlenbergia montana Hitchc.,9/4/2024
9/4/2024,V,MUHMON,1,N/A,,Basal,SFF2V-226,Graminoid,Muhlenbergia montana Hitchc.,9/4/2024
9/12/2024,V,MUHMON,10,72,,Aerial,SFF8V-261,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,3,N/A,,Basal,SFF8V-264,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/3/2024,V,MUHMON,2,N/A,,Basal,BTN4V-5,Graminoid,Muhlenbergia montana Hitchc.,9/3/2024
8/28/2024,V,MUHMON,3,64,,Aerial,SFF10V-215,Graminoid,Muhlenbergia montana Hitchc.,8/28/2024
8/28/2024,V,MUHMON,2,N/A,,Basal,SFF10V-215,Graminoid,Muhlenbergia montana Hitchc.,8/28/2024
9/12/2024,V,MUHMON,3,N/A,,Basal,SFF8V-275,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,1,19,,Aerial,SFF8V-279,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,4,94,,Aerial,SFF8V-262,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/5/2024,V,MUHMON,2,N/A,,Basal,SFS4V-30,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/5/2024,V,MUHMON,4,68,,Aerial,SFS4V-30,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/4/2024,V,MUHMON,1,77,,Aerial,SFF2V-226,Graminoid,Muhlenbergia montana Hitchc.,9/4/2024
8/29/2024,V,MUHMON,3,N/A,,Basal,SFF9V-222,Graminoid,Muhlenbergia montana Hitchc.,8/29/2024
9/4/2024,V,MUHMON,3,58,,Aerial,SFF2V-246,Graminoid,Muhlenbergia montana Hitchc.,9/4/2024
9/5/2024,V,MUHMON,7,89,,Aerial,SFS4V-25,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/11/2024,V,MUHMON,3,54,,Aerial,SFF7V-255,Graminoid,Muhlenbergia montana Hitchc.,9/11/2024
9/12/2024,V,MUHMON,9,67,,Aerial,SFF8V-271,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,6,N/A,,Basal,SFF8V-271,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,2,57,,Aerial,SFF8V-263,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,1,N/A,,Basal,SFF8V-263,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/4/2024,V,MUHMON,1,N/A,,Basal,SFF2V-231,Graminoid,Muhlenbergia montana Hitchc.,9/4/2024
9/3/2024,V,MUHMON,4,N/A,,Basal,BTN4V-3,Graminoid,Muhlenbergia montana Hitchc.,9/3/2024
9/11/2024,V,MUHMON,2,N/A,,Basal,SFF7V-255,Graminoid,Muhlenbergia montana Hitchc.,9/11/2024
9/12/2024,V,MUHMON,5,N/A,,Basal,SFF8V-261,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,5,45,,Aerial,SFF8V-264,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,,67,missing cover,Aerial,SFF8V-275,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,6,79,,Aerial,SFF8V-269,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/10/2024,V,MUHMON,1,57,,Aerial,SFF5V-251,Graminoid,Muhlenbergia montana Hitchc.,9/10/2024
8/29/2024,V,MUHMON,3,48,,Aerial,SFF9V-222,Graminoid,Muhlenbergia montana Hitchc.,8/29/2024
9/3/2024,V,MUHMON,5,61,,Aerial,BTN4V-5,Graminoid,Muhlenbergia montana Hitchc.,9/3/2024
9/12/2024,V,MUHMON,1,17,,Aerial,SFF8V-284,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/3/2024,V,MUHMON,10,74,,Aerial,BTN4V-3,Graminoid,Muhlenbergia montana Hitchc.,9/3/2024
9/5/2024,V,MUHMON,1,N/A,,Basal,SFS4V-36,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/12/2024,V,MUHMON,T,57,,Aerial,SFF8V-268,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,T,N/A,,Basal,SFF8V-279,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/10/2024,V,MUHMON,T,N/A,,Basal,SFF5V-251,Graminoid,Muhlenbergia montana Hitchc.,9/10/2024
9/5/2024,V,MUHMON,T,N/A,,Basal,SFS4V-27,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/5/2024,V,MUHMON,T,18,,Aerial,SFS4V-27,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/12/2024,V,MUHMON,T,N/A,,Basal,SFF8V-268,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,T,N/A,,Basal,SFF8V-284,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,T,14,,Aerial,SFF8V-272,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,T,N/A,,Basal,SFF8V-265,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/5/2024,V,MUHMON,T,N/A,,Basal,SFS4V-32,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/12/2024,V,MUHMON,T,3,,Aerial,SFF8V-277,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/5/2024,V,MUHMON,1,37,,Aerial,SFS4V-36,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/12/2024,V,MUHMON,T,N/A,,Basal,SFF8V-277,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,T,N/A,,Basal,SFF8V-272,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/12/2024,V,MUHMON,T,N/A,,Basal,SFF8V-273,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/5/2024,V,MUHMON,T,34,,Aerial,SFS4V-32,Graminoid,Muhlenbergia montana Hitchc.,9/5/2024
9/12/2024,V,MUHMON,T,23,,Aerial,SFF8V-265,Graminoid,Muhlenbergia montana Hitchc.,9/12/2024
9/5/2024,V,AMADIS,T,N/A,,Basal,SFS4V-35,Forb,Amauriopsis dissecta Rydb.,9/5/2024
9/12/2024,V,AMADIS,T,28,dead,Aerial,SFF8V-268,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,N/A,dead,Basal,SFF8V-268,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/3/2024,V,AMADIS,T,N/A,,Basal,BTN4V-5,Forb,Amauriopsis dissecta Rydb.,9/3/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-269,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,42,dead,Aerial,SFF8V-269,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,N/A,dead,Basal,SFF8V-269,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-261,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,1,37,,Aerial,SFF8V-273,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/5/2024,V,AMADIS,T,1,,Aerial,SFS4V-35,Forb,Amauriopsis dissecta Rydb.,9/5/2024
9/12/2024,V,AMADIS,1,40,,Aerial,SFF8V-271,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,1,19,,Aerial,SFF8V-269,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,3,,Aerial,SFF8V-282,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,3,,Aerial,SFF8V-264,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,1,,Aerial,SFF8V-262,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,1,N/A,,Basal,SFF8V-268,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,2,27,,Aerial,SFF8V-268,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,5,,Aerial,SFF8V-261,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-271,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/5/2024,V,AMADIS,T,35,,Aerial,SFS4V-25,Forb,Amauriopsis dissecta Rydb.,9/5/2024
9/12/2024,V,AMADIS,T,54,,Aerial,SFF8V-277,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-277,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/3/2024,V,AMADIS,1,29,,Aerial,BTN4V-5,Forb,Amauriopsis dissecta Rydb.,9/3/2024
9/12/2024,V,AMADIS,T,31,,Aerial,SFF8V-278,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-278,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,30,,Aerial,SFF8V-279,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/4/2024,V,AMADIS,T,N/A,,Basal,SFF2V-226,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/5/2024,V,AMADIS,25,46,,Aerial,SFS4V-28,Forb,Amauriopsis dissecta Rydb.,9/5/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-273,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/5/2024,V,AMADIS,T,N/A,,Basal,SFS4V-25,Forb,Amauriopsis dissecta Rydb.,9/5/2024
9/5/2024,V,AMADIS,T,2,,Aerial,SFS4V-48,Forb,Amauriopsis dissecta Rydb.,9/5/2024
9/5/2024,V,AMADIS,T,N/A,,Basal,SFS4V-48,Forb,Amauriopsis dissecta Rydb.,9/5/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-279,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,4,,Aerial,SFF8V-281,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-281,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-282,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/5/2024,V,AMADIS,1,N/A,,Basal,SFS4V-28,Forb,Amauriopsis dissecta Rydb.,9/5/2024
9/4/2024,V,AMADIS,1,35,,Aerial,SFF2V-228,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-264,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/4/2024,V,AMADIS,T,,,Basal,SFF2V-228,Forb,Amauriopsis dissecta Rydb.,9/4/2024
8/26/2024,V,AMADIS,T,N/A,,Basal,SFF1V-211,Forb,Amauriopsis dissecta Rydb.,8/26/2024
9/4/2024,V,AMADIS,T,4,,Aerial,SFF2V-229,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/4/2024,V,AMADIS,T,N/A,,Basal,SFF2V-229,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/4/2024,V,AMADIS,T,4,,Aerial,SFF2V-230,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/4/2024,V,AMADIS,1,46,,Aerial,SFF2V-246,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-276,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/4/2024,V,AMADIS,1,31,,Aerial,SFF2V-231,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/12/2024,V,AMADIS,T,1,,Aerial,SFF8V-276,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/4/2024,V,AMADIS,1,56,,Aerial,SFF2V-226,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/4/2024,V,AMADIS,T,N/A,,Basal,SFF2V-231,Forb,Amauriopsis dissecta Rydb.,9/4/2024
8/26/2024,V,AMADIS,1,45,,Aerial,SFF1V-211,Forb,Amauriopsis dissecta Rydb.,8/26/2024
9/4/2024,V,AMADIS,T,1,,Aerial,SFF2V-232,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/4/2024,V,AMADIS,T,N/A,,Basal,SFF2V-232,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/4/2024,V,AMADIS,T,N/A,,Basal,SFF2V-246,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/12/2024,V,AMADIS,T,N/A,,Basal,SFF8V-262,Forb,Amauriopsis dissecta Rydb.,9/12/2024
9/4/2024,V,AMADIS,T,N/A,,Basal,SFF2V-230,Forb,Amauriopsis dissecta Rydb.,9/4/2024
9/12/2024,V,CAMROT,T,7,,Aerial,SFF8V-265,Forb,Campanula rotundifolia L.,9/12/2024
9/12/2024,V,CAMROT,T,N/A,,Basal,SFF8V-265,Forb,Campanula rotundifolia L.,9/12/2024
9/3/2024,V,CAMROT,T,N/A,,Basal,BTN4V-5,Forb,Campanula rotundifolia L.,9/3/2024
9/3/2024,V,CAMROT,T,22,,Aerial,BTN4V-5,Forb,Campanula rotundifolia L.,9/3/2024
9/10/2024,V,ALLCER,T,28,,Aerial,SFF5V-251,Forb,Allium cernuum Roth,9/10/2024
9/3/2024,V,ALLCER,T,11,,Aerial,BTN4V-1,Forb,Allium cernuum Roth,9/3/2024
9/10/2024,V,ALLCER,T,N/A,,Basal,SFF5V-251,Forb,Allium cernuum Roth,9/10/2024
9/3/2024,V,ALLCER,T,N/A,,Basal,BTN4V-5,Forb,Allium cernuum Roth,9/3/2024
8/29/2024,V,ALLCER,T,N/A,,Basal,SFF9V-219,Forb,Allium cernuum Roth,8/29/2024
8/29/2024,V,ALLCER,T,33,,Aerial,SFF9V-219,Forb,Allium cernuum Roth,8/29/2024
9/3/2024,V,ALLCER,T,N/A,,Basal,BTN4V-11,Forb,Allium cernuum Roth,9/3/2024
9/3/2024,V,ALLCER,T,10,,Aerial,BTN4V-5,Forb,Allium cernuum Roth,9/3/2024
9/12/2024,V,ALLCER,T,37,,Aerial,SFF8V-271,Forb,Allium cernuum Roth,9/12/2024
9/12/2024,V,ALLCER,T,N/A,,Basal,SFF8V-271,Forb,Allium cernuum Roth,9/12/2024
9/3/2024,V,ALLCER,T,N/A,,Basal,BTN4V-1,Forb,Allium cernuum Roth,9/3/2024
9/3/2024,V,ALLCER,T,18,,Aerial,BTN4V-11,Forb,Allium cernuum Roth,9/3/2024
9/12/2024,V,GERCAE,T,N/A,,Basal,SFF8V-265,Forb,Geranium caespitosum James,9/12/2024
9/12/2024,V,GERCAE,2,27,,Aerial,SFF8V-265,Forb,Geranium caespitosum James,9/12/2024
9/3/2024,V,GERCAE,T,N/A,,Basal,BTN4V-16,Forb,Geranium caespitosum James,9/3/2024
9/3/2024,V,GERCAE,1,11,,Aerial,BTN4V-17,Forb,Geranium caespitosum James,9/3/2024
9/3/2024,V,GERCAE,T,N/A,,Basal,BTN4V-17,Forb,Geranium caespitosum James,9/3/2024
9/3/2024,V,GERCAE,2,4,,Aerial,BTN4V-16,Forb,Geranium caespitosum James,9/3/2024
8/29/2024,V,BERFEN,2,8,,Aerial,SFF9V-223,Shrub,Berberis fendleri A. Gray,8/29/2024
8/29/2024,V,BERFEN,T,N/A,,Basal,SFF9V-223,Shrub,Berberis fendleri A. Gray,8/29/2024
9/5/2024,V,PSEMAC,T,N/A,,Basal,SFS4V-28,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/4/2024,V,PSEMAC,1,N/A,,Basal,SFF2V-225,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/5/2024,V,PSEMAC,T,1,,Aerial,SFS4V-46,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/4/2024,V,PSEMAC,4,38,,Aerial,SFF2V-225,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/12/2024,V,PSEMAC,T,N/A,,Basal,SFF8V-283,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/12/2024
9/12/2024,V,PSEMAC,T,24,,Aerial,SFF8V-283,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/12/2024
9/4/2024,V,PSEMAC,T,N/A,,Basal,SFF2V-245,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/5/2024,V,PSEMAC,T,N/A,,Basal,SFS4V-30,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/4/2024,V,PSEMAC,3,31,,Aerial,SFF2V-246,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/4/2024,V,PSEMAC,1,N/A,,Basal,SFF2V-246,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
8/29/2024,V,PSEMAC,1,20,,Aerial,SFF9V-222,Forb,Pseudognaphalium macounii (Greene) Kartesz,8/29/2024
9/5/2024,V,PSEMAC,T,23,,Aerial,SFS4V-28,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/10/2024,V,PSEMAC,T,N/A,,Basal,SFF5V-254,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/10/2024
9/5/2024,V,PSEMAC,1,27,,Aerial,SFS4V-30,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/4/2024,V,PSEMAC,T,,,Aerial,SFF2V-245,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/12/2024,V,PSEMAC,T,N/A,,Basal,SFF8V-265,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/12/2024
8/28/2024,V,PSEMAC,1,3,,Aerial,SFF10V-213,Forb,Pseudognaphalium macounii (Greene) Kartesz,8/28/2024
9/5/2024,V,PSEMAC,T,N/A,,Basal,SFS4V-27,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
8/29/2024,V,PSEMAC,T,N/A,,Basal,SFF9V-222,Forb,Pseudognaphalium macounii (Greene) Kartesz,8/29/2024
9/5/2024,V,PSEMAC,T,N/A,,Basal,SFS4V-46,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/5/2024,V,PSEMAC,1,21,,Aerial,SFS4V-27,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/5/2024,V,PSEMAC,1,34,,Aerial,SFS4V-29,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/12/2024,V,PSEMAC,1,23,,Aerial,SFF8V-265,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/12/2024
9/11/2024,V,PSEMAC,T,25,,Aerial,SFF7V-256,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/11/2024
9/5/2024,V,PSEMAC,T,16,dead,Aerial,SFS4V-34,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/4/2024,V,PSEMAC,T,N/A,,Basal,SFF2V-226,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
8/28/2024,V,PSEMAC,1,N/A,,Basal,SFF10V-217,Forb,Pseudognaphalium macounii (Greene) Kartesz,8/28/2024
9/11/2024,V,PSEMAC,T,N/A,,Basal,SFF7V-255,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/11/2024
9/5/2024,V,PSEMAC,T,N/A,,Basal,SFS4V-29,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/11/2024,V,PSEMAC,T,N/A,,Basal,SFF7V-256,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/11/2024
9/5/2024,V,PSEMAC,T,N/A,dead,Basal,SFS4V-34,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/5/2024
9/12/2024,V,PSEMAC,T,N/A,,Basal,SFF8V-263,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/12/2024
9/10/2024,V,PSEMAC,T,30,,Aerial,SFF5V-254,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/10/2024
9/4/2024,V,PSEMAC,T,N/A,,Basal,SFF2V-230,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/12/2024,V,PSEMAC,T,1,,Aerial,SFF8V-271,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/12/2024
9/11/2024,V,PSEMAC,T,42,,Aerial,SFF7V-255,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/11/2024
8/28/2024,V,PSEMAC,3,29,,Aerial,SFF10V-217,Forb,Pseudognaphalium macounii (Greene) Kartesz,8/28/2024
9/12/2024,V,PSEMAC,T,N/A,,Basal,SFF8V-271,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/12/2024
9/4/2024,V,PSEMAC,2,,,Aerial,SFF2V-236,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/12/2024,V,PSEMAC,T,1,,Aerial,SFF8V-263,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/12/2024
9/4/2024,V,PSEMAC,T,1,,Aerial,SFF2V-230,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/4/2024,V,PSEMAC,T,1,,Aerial,SFF2V-226,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/4/2024,V,PSEMAC,1,N/A,,Basal,SFF2V-236,Forb,Pseudognaphalium macounii (Greene) Kartesz,9/4/2024
9/5/2024,V,ARTLUD,T,13,,Aerial,SFS4V-27,Forb,Artemesia Ludoviciana Nutt.,9/5/2024
9/5/2024,V,ARTLUD,T,N/A,,Basal,SFS4V-26,Forb,Artemesia Ludoviciana Nutt.,9/5/2024
9/5/2024,V,ARTLUD,T,25,,Aerial,SFS4V-26,Forb,Artemesia Ludoviciana Nutt.,9/5/2024
9/5/2024,V,ARTLUD,T,N/A,,Basal,SFS4V-27,Forb,Artemesia Ludoviciana Nutt.,9/5/2024
9/3/2024,V,BOEFEN,T,1,,Aerial,BTN4V-6,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/3/2024
9/4/2024,V,BOEFEN,T,N/A,,Basal,SFF2V-242,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/4/2024
9/4/2024,V,BOEFEN,T,N/A,,Basal,SFF2V-246,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/4/2024
9/4/2024,V,BOEFEN,T,1,,Aerial,SFF2V-246,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/4/2024
9/4/2024,V,BOEFEN,T,1,,Aerial,SFF2V-230,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/4/2024
9/4/2024,V,BOEFEN,T,1,,Aerial,SFF2V-247,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/4/2024
8/22/2024,V,BOEFEN,T,N/A,,Basal,SFF4V-205,Forb,Boechera fendleri (S. Watson) W.A. Weber,8/22/2024
9/4/2024,V,BOEFEN,T,N/A,,Basal,SFF2V-247,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/4/2024
9/3/2024,V,BOEFEN,T,N/A,,Basal,BTN4V-6,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/3/2024
9/3/2024,V,BOEFEN,T,N/A,,Basal,BTN4V-8,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/3/2024
9/4/2024,V,BOEFEN,T,1,,Aerial,SFF2V-226,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/4/2024
9/4/2024,V,BOEFEN,T,1,,Aerial,SFF2V-228,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/4/2024
9/3/2024,V,BOEFEN,T,1,,Aerial,BTN4V-8,Forb,Boechera fendleri (S. Watson) W.A. Weber,9/3/2024
8/22/2024,V,BOEFEN,1,1,,Aerial,SFF4V-205,Forb,Boechera fendleri (S. Watson) W.A. Weber,8/22/2024
