PlotID,Date,CoverClass,Species,Percent,Height,DataEntry,DataEntryDate,CoverType,Notes
SFF2V-241,9/4/2024,V,PSME,T,,Melanie Wright,9/19/2024,Aerial,
SFF2V-241,9/4/2024,V,PSME,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-241,9/4/2024,Lg,N/A,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-241,9/4/2024,L,N/A,57,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-241,9/4/2024,B,N/A,40,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,V,GALBOR,T,21,Melanie Wright,9/19/2024,Aerial,
SFF2V-242,9/4/2024,V,GALBOR,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,V,POAFEN,1,45,Melanie Wright,9/19/2024,Aerial,
SFF2V-242,9/4/2024,V,POAFEN,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,V,DRAHEL,1,16,Melanie Wright,9/19/2024,Aerial,
SFF2V-242,9/4/2024,V,DRAHEL,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,V,BOEFEN,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-242,9/4/2024,V,BOEFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,V,CARXXX,T,4,Melanie Wright,9/19/2024,Aerial,
SFF2V-242,9/4/2024,V,CARXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,V,QUGA,5,23,Melanie Wright,9/19/2024,Aerial,
SFF2V-242,9/4/2024,V,QUGA,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,V,PSME,25,137,Melanie Wright,9/19/2024,Aerial,
SFF2V-242,9/4/2024,V,PSME,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,V,BRIGRA,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-242,9/4/2024,V,BRIGRA,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,V,QUGA (dead),1,137,Melanie Wright,9/19/2024,Aerial,
SFF2V-242,9/4/2024,M,N/A,28,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,R,N/A,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,L,N/A,39,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-242,9/4/2024,B,N/A,30,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-243,9/4/2024,V,CARXXX,T,18,Melanie Wright,9/19/2024,Aerial,
SFF2V-243,9/4/2024,V,CARXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-243,9/4/2024,L,N/A,40,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-243,9/4/2024,B,N/A,60,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-244,9/4/2024,V,CARXXX,2,30,Melanie Wright,9/19/2024,Aerial,
SFF2V-244,9/4/2024,V,CARXXX,1,,Melanie Wright,9/19/2024,Basal,
SFF2V-244,9/4/2024,B,N/A,4,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-244,9/4/2024,L,N/A,95,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-245,9/4/2024,V,PIST,3,N/A,Melanie Wright,9/19/2024,Aerial,
SFF2V-245,9/4/2024,V,PSEMAC,T,,Melanie Wright,9/19/2024,Aerial,
SFF2V-245,9/4/2024,V,PSEMAC,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-245,9/4/2024,V,CARXXX,T,N/A,Melanie Wright,9/19/2024,Aerial,
SFF2V-245,9/4/2024,V,PIPO,2,N/A,Melanie Wright,9/19/2024,Aerial,
SFF2V-245,9/4/2024,B,N/A,26,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-245,9/4/2024,L,N/A,70,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-245,9/4/2024,Rt,N/A,4,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,V,PSEMAC,3,31,Melanie Wright,9/19/2024,Aerial,
SFF2V-246,9/4/2024,V,PSEMAC,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,V,HYMDIS,1,46,Melanie Wright,9/19/2024,Aerial,
SFF2V-246,9/4/2024,V,HYMDIS,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,V,ELYELY,T,29,Melanie Wright,9/19/2024,Aerial,
SFF2V-246,9/4/2024,V,ELYELY,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,V,MUHMON,3,58,Melanie Wright,9/19/2024,Aerial,
SFF2V-246,9/4/2024,V,MUHMON,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,V,PACFEN,T,3,Melanie Wright,9/19/2024,Aerial,
SFF2V-246,9/4/2024,V,PACFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,V,BOEXXX,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-246,9/4/2024,V,BOEXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,V,PSME,T,9,Melanie Wright,9/19/2024,Aerial,
SFF2V-246,9/4/2024,V,PSME,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,V,BOEFEN,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-246,9/4/2024,V,BOEFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,V,CARXXX,T,13,Melanie Wright,9/19/2024,Aerial,
SFF2V-246,9/4/2024,V,CARXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,L,N/A,23,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-246,9/4/2024,B,N/A,75,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-247,9/4/2024,V,CARXXX,2,20,Melanie Wright,9/19/2024,Aerial,next to tree 1323 IRL (not on map)
SFF2V-247,9/4/2024,V,CARXXX,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-247,9/4/2024,V,BOEFEN,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-247,9/4/2024,V,BOEFEN,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-247,9/4/2024,V,DRAHEL,T,1,Melanie Wright,9/19/2024,Aerial,
SFF2V-247,9/4/2024,V,DRAHEL,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-247,9/4/2024,L,N/A,84,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-247,9/4/2024,B,N/A,15,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-248,9/4/2024,V,CARXXX,1,26,Melanie Wright,9/19/2024,Aerial,"~8-10m side slope of 1128 (big pipo), N of oak patch"
SFF2V-248,9/4/2024,V,CARXXX,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-248,9/4/2024,V,APOAND,T,17,Melanie Wright,9/19/2024,Aerial,
SFF2V-248,9/4/2024,V,APOAND,T,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-248,9/4/2024,L,N/A,9,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-248,9/4/2024,B,N/A,90,N/A,Melanie Wright,9/19/2024,Basal,
SFF2V-248,9/4/2024,R,N/A,1,N/A,Melanie Wright,9/19/2024,Basal,
SFF3V-293,9/20/2024,V,QUGA,T,10,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-293,9/20/2024,V,CARXXX,T,5,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-293,9/20/2024,V,ELYELY,T,4,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-293,9/20/2024,V,CARXXX,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-293,9/20/2024,B,N/A,40,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-293,9/20/2024,L,N/A,39,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-293,9/20/2024,G,N/A,20,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-293,9/20/2024,R,N/A,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-294,9/20/2024,V,QUGA,60,60,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-294,9/20/2024,V,QUGA (dead),T,35,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-294,9/20/2024,V,CERMON,1,55,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-294,9/20/2024,V,ABCO,T,2,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-294,9/20/2024,V,QUGA,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-294,9/20/2024,V,QUGA (dead),T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-294,9/20/2024,V,CERMON,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-294,9/20/2024,V,ABCO,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-294,9/20/2024,M,N/A,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-294,9/20/2024,L,N/A,83,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-294,9/20/2024,B,N/A,15,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-294,9/20/2024,G,N/A,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-295,9/20/2024,V,QUGA,3,45,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-295,9/20/2024,V,QUGA (dead),1,30,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-295,9/20/2024,V,CERMON (dead),1,137,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-295,9/20/2024,V,QUGA,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-295,9/20/2024,V,QUGA (dead),T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-295,9/20/2024,G,N/A,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-295,9/20/2024,B,N/A,6,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-295,9/20/2024,L,N/A,93,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-296,9/20/2024,V,QUGA,20,137,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-296,9/20/2024,V,BERREP,5,10,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-296,9/20/2024,V,CERMON (dead),1,55,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-296,9/20/2024,V,QUGA,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-296,9/20/2024,V,BERREP,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-296,9/20/2024,L,N/A,99,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-296,9/20/2024,R,N/A,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-297,9/20/2024,V,QUGA,15,104,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-297,9/20/2024,V,BERREP,T,3,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-297,9/20/2024,V,QUGA,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-297,9/20/2024,V,BERREP,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-297,9/20/2024,Lg,N/A,6,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-297,9/20/2024,L,N/A,94,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-298,9/20/2024,V,QUGA,10,137,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-298,9/20/2024,V,CERMON,1,75,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-298,9/20/2024,V,POAFEN,T,5,Jonathan Grabowski,10/2/2024,Aerial,
SFF3V-298,9/20/2024,V,QUGA,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-298,9/20/2024,B,N/A,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-298,9/20/2024,Lg,N/A,12,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF3V-298,9/20/2024,L,N/A,87,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF4V-201,8/22/2024,V,BERREP,25,12,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-201,8/22/2024,V,PENBAR,3,30,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-201,8/22/2024,V,NOCFEN,T,10,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-201,8/22/2024,V,DRAAUR,2,25,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-201,8/22/2024,V,PIST,T,2,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-201,8/22/2024,V,POAFEN,1,15,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-201,8/22/2024,V,CARXXX,T,5,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-201,8/22/2024,V,BERREP,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,V,PENBAR,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,V,NOCFEN,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,V,DRAAUR,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,V,PIST,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,V,POAFEN,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,V,CARXXX,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,R,N/A,12,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,L,N/A,33,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,B,N/A,27,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-201,8/22/2024,G,N/A,27,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,V,DRAAUR,1,2,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-202,8/22/2024,V,FRAVES,2,3,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-202,8/22/2024,V,ANTPAR,T,1,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-202,8/22/2024,V,HIEFEN,T,1,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-202,8/22/2024,V,GALBOR,1,15,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-202,8/22/2024,V,SAXBRO,2,2,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-202,8/22/2024,V,POAFEN,T,20,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-202,8/22/2024,V,DRAAUR,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,V,FRAVES,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,V,ANTPAR,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,V,HIEFEN,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,V,GALBOR,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,V,SAXBRO,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,V,POAFEN,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,L,N/A,50,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,B,N/A,4,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,Lg,N/A,10,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,M,N/A,4,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,R,N/A,5,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-202,8/22/2024,G,N/A,25,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-203,8/22/2024,V,BERREP,5,10,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-203,8/22/2024,V,MUHMON,1,35,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-203,8/22/2024,V,POAFEN,4,22,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-203,8/22/2024,V,BRIGRA,T,10,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-203,8/22/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-203,8/22/2024,V,MUHMON,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-203,8/22/2024,V,POAFEN,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-203,8/22/2024,L,N/A,80,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-203,8/22/2024,R,N/A,4,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-203,8/22/2024,B,N/A,5,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-203,8/22/2024,G,N/A,10,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-204,8/22/2024,V,BRIGRA,1,,Jonathan Grabowski,9/20/2024,Aerial,missing height
SFF4V-204,8/22/2024,V,QUGA,T,,Jonathan Grabowski,9/21/2024,Aerial,base not in plot; missing height
SFF4V-204,8/22/2024,V,HIEFEN,3,,Jonathan Grabowski,9/22/2024,Aerial,missing height
SFF4V-204,8/22/2024,V,PACFEN,1,,Jonathan Grabowski,9/23/2024,Aerial,missing height
SFF4V-204,8/22/2024,V,BRIGRA,T,N/A,Jonathan Grabowski,9/24/2024,Basal,
SFF4V-204,8/22/2024,V,HIEFEN,1,N/A,Jonathan Grabowski,9/25/2024,Basal,
SFF4V-204,8/22/2024,V,PACFEN,T,N/A,Jonathan Grabowski,9/26/2024,Basal,
SFF4V-204,8/22/2024,B,N/A,3,N/A,Jonathan Grabowski,9/27/2024,Basal,
SFF4V-204,8/22/2024,L,N/A,61,N/A,Jonathan Grabowski,9/28/2024,Basal,
SFF4V-204,8/22/2024,R,N/A,3,N/A,Jonathan Grabowski,9/29/2024,Basal,
SFF4V-204,8/22/2024,G,N/A,32,N/A,Jonathan Grabowski,9/29/2024,Basal,
SFF4V-205,8/22/2024,V,DRAAUR,1,7,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-205,8/22/2024,V,PIST,T,4,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-205,8/22/2024,V,BOEFEN,1,1,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-205,8/22/2024,V,CARXXX,3,18,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-205,8/22/2024,V,DRAAUR,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-205,8/22/2024,V,PIST,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-205,8/22/2024,V,BOEFEN,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-205,8/22/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-205,8/22/2024,D,N/A,3,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-205,8/22/2024,L,N/A,96,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-205,8/22/2024,M,N/A,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-206,8/22/2024,V,MUHMON,1,20,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-206,8/22/2024,V,POAFEN,3,25,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-206,8/22/2024,V,CARXXX,T,10,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-206,8/22/2024,V,ANDSEP,T,5,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-206,8/22/2024,V,PIST,T,4,Jonathan Grabowski,9/19/2024,Aerial,
SFF4V-206,8/22/2024,V,MUHMON,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-206,8/22/2024,V,POAFEN,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-206,8/22/2024,V,CARXXX,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-206,8/22/2024,V,ANDSEP,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-206,8/22/2024,V,PIST,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-206,8/22/2024,M,N/A,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-206,8/22/2024,B,N/A,5,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-206,8/22/2024,L,N/A,74,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF4V-206,8/22/2024,G,N/A,20,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF5V-249,9/10/2024,V,PIPO,28,104,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-249,9/10/2024,V,ELYELY,4,25,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-249,9/10/2024,V,ANTMAR,1,2,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-249,9/10/2024,V,CARXXX,2,12,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-249,9/10/2024,V,PIPO (dead),1,55,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-249,9/10/2024,V,PIPO,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-249,9/10/2024,V,ELYELY,2,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-249,9/10/2024,V,ANTMAR,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-249,9/10/2024,V,CARXXX,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-249,9/10/2024,V,PIPO (dead),T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-249,9/10/2024,M,N/A,2,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-249,9/10/2024,L,N/A,95,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,V,QUGA,15,37,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-250,9/10/2024,V,KOEMAC,T,22,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-250,9/10/2024,V,ELYELY,1,43,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-250,9/10/2024,V,LATLAN,2,16,Jonathan Grabowski,10/2/2024,Aerial,Lathyrus lanszwetii
SFF5V-250,9/10/2024,V,SYMSPA,T,6,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-250,9/10/2024,V,PSME,T,6,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-250,9/10/2024,V,PIPO (dead),T,19,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-250,9/10/2024,V,QUGA,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,V,KOEMAC,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,V,ELYELY,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,V,LATLAN,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,V,SYMSPA,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,V,PSME,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,V,PIPO (dead),T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,L,N/A,78,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,Lg,N/A,20,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-250,9/10/2024,B,N/A,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,V,KOEMAC,3,52,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-251,9/10/2024,V,POAFEN,5,32,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-251,9/10/2024,V,ELYELY,5,53,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-251,9/10/2024,V,ALLCER,T,28,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-251,9/10/2024,V,BERREP,2,12,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-251,9/10/2024,V,PENBAR,1,2,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-251,9/10/2024,V,CARXXX,4,19,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-251,9/10/2024,V,MUHMON,1,57,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-251,9/10/2024,V,KOEMAC,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,V,POAFEN,2,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,V,ELYELY,2,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,V,ALLCER,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,V,BERREP,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,V,PENBAR,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,V,CARXXX,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,V,MUHMON,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,L,N/A,90,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,B,N/A,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-251,9/10/2024,G,N/A,4,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-252,9/10/2024,V,ELYELY,4,52,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-252,9/10/2024,V,BERREP,1,6,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-252,9/10/2024,V,CYMLEM,1,19,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-252,9/10/2024,V,ANTPAR,2,2,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-252,9/10/2024,V,KOEMAC,1,42,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-252,9/10/2024,V,CARXXX,2,15,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-252,9/10/2024,V,ELYELY,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-252,9/10/2024,V,BERREP,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-252,9/10/2024,V,CYMLEM,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-252,9/10/2024,V,ANTPAR,1,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-252,9/10/2024,V,KOEMAC,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-252,9/10/2024,V,CARXXX,T,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-252,9/10/2024,B,N/A,4,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-252,9/10/2024,L,N/A,86,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-252,9/10/2024,Lg,N/A,8,N/A,Jonathan Grabowski,10/2/2024,Basal,
SFF5V-253,9/10/2024,V,CARXXX,4,27,Jonathan Grabowski,10/2/2024,Aerial,
SFF5V-253,9/10/2024,V,PENBAR,T,1,Jonathan Grabowski,10/2/2024,Aerial,
